0.623625,0.200357,0.839333,0.163567,2,2
0.623625,0.200357,0.549493,0.240186,2,2
0.623625,0.200357,0.638862,0.288956,2,2
0.549493,0.240186,0.638862,0.288956,2,2
0.623625,0.200357,0.872714,0.224474,2,2
0.623625,0.200357,0.792509,0.105146,2,2
0.623625,0.200357,0.653989,0.021041,2,2
0.623625,0.200357,0.498640,0.000000,2,2
0.623625,0.200357,0.575926,0.003819,2,2
0.623625,0.200357,0.728566,0.056553,2,2
0.668138,0.338090,0.461542,0.409634,4,4
0.638862,0.288956,0.461542,0.409634,2,4
0.549493,0.240186,0.461542,0.409634,2,4
0.623625,0.200357,0.461542,0.409634,2,4
0.461542,0.409634,0.260234,0.291554,4,3
0.461542,0.409634,0.639720,0.384734,4,4
0.461542,0.409634,0.687134,0.422879,4,4
0.461542,0.409634,0.699487,0.379566,4,4
0.153378,0.553725,0.000000,0.457073,3,3
0.153378,0.553725,0.054999,0.485149,3,3
0.000000,0.457073,0.054999,0.485149,3,3
0.153378,0.553725,0.069867,0.409797,3,3
0.000000,0.457073,0.069867,0.409797,3,3
0.054999,0.485149,0.069867,0.409797,3,3
0.153378,0.553725,0.027323,0.531309,3,3
0.000000,0.457073,0.027323,0.531309,3,3
0.054999,0.485149,0.027323,0.531309,3,3
0.069867,0.409797,0.027323,0.531309,3,3
0.153378,0.553725,0.063435,0.343368,3,3
0.000000,0.457073,0.063435,0.343368,3,3
0.054999,0.485149,0.063435,0.343368,3,3
0.069867,0.409797,0.063435,0.343368,3,3
0.027323,0.531309,0.063435,0.343368,3,3
0.153378,0.553725,0.014042,0.385612,3,3
0.000000,0.457073,0.014042,0.385612,3,3
0.054999,0.485149,0.014042,0.385612,3,3
0.069867,0.409797,0.014042,0.385612,3,3
0.027323,0.531309,0.014042,0.385612,3,3
0.063435,0.343368,0.014042,0.385612,3,3
0.153378,0.553725,0.226805,0.422430,3,3
0.000000,0.457073,0.226805,0.422430,3,3
0.054999,0.485149,0.226805,0.422430,3,3
0.069867,0.409797,0.226805,0.422430,3,3
0.027323,0.531309,0.226805,0.422430,3,3
0.063435,0.343368,0.226805,0.422430,3,3
0.014042,0.385612,0.226805,0.422430,3,3
0.260234,0.291554,0.226805,0.422430,3,3
0.461542,0.409634,0.226805,0.422430,4,3
0.226805,0.422430,0.344022,0.520852,3,0
0.461542,0.409634,0.344022,0.520852,4,0
0.344022,0.520852,0.430809,0.555324,0,0
0.226805,0.422430,0.430809,0.555324,3,0
0.461542,0.409634,0.430809,0.555324,4,0
0.344022,0.520852,0.304333,0.491246,0,5
0.461542,0.409634,0.304333,0.491246,4,5
0.153378,0.553725,0.304333,0.491246,3,5
0.430809,0.555324,0.304333,0.491246,0,5
0.461542,0.409634,0.416548,0.459577,4,0
0.226805,0.422430,0.416548,0.459577,3,0
0.430809,0.555324,0.416548,0.459577,0,0
0.344022,0.520852,0.416548,0.459577,0,0
0.304333,0.491246,0.416548,0.459577,5,0
0.461542,0.409634,0.317544,0.242631,4,4
0.416548,0.459577,0.317544,0.242631,0,4
0.226805,0.422430,0.324967,0.313971,3,4
0.416548,0.459577,0.324967,0.313971,0,4
0.461542,0.409634,0.324967,0.313971,4,4
0.226805,0.422430,0.089946,0.221796,3,3
0.089946,0.221796,0.254081,0.331329,3,3
