0.728407,0.606915,0.558775,0.602724,1,1
0.386183,0.178437,0.276872,0.227877,3,3
0.210054,0.285848,0.276872,0.227877,3,3
0.431097,0.684821,0.423752,0.789656,4,4
0.246800,0.848866,0.423752,0.789656,4,4
0.386183,0.178437,0.308475,0.270658,3,3
0.210054,0.285848,0.308475,0.270658,3,3
0.276872,0.227877,0.308475,0.270658,3,3
0.431097,0.684821,0.600501,0.747423,4,0
0.728407,0.606915,0.600501,0.747423,1,0
0.431097,0.684821,0.660821,0.586527,4,2
0.600501,0.747423,0.521775,0.793244,0,0
0.322659,0.475083,0.206721,0.360569,3,3
0.210054,0.285848,0.206721,0.360569,3,3
0.276872,0.227877,0.206721,0.360569,3,3
0.308475,0.270658,0.206721,0.360569,3,3
0.660821,0.586527,0.700733,0.688329,2,2
0.322659,0.475083,0.203326,0.509615,3,3
0.324871,0.529883,0.203326,0.509615,3,3
0.558775,0.602724,0.463475,0.677130,1,4
0.521775,0.793244,0.463475,0.677130,0,4
0.700733,0.688329,0.463475,0.677130,2,4
0.700733,0.688329,0.761316,0.738146,2,2
0.206721,0.360569,0.042831,0.291779,3,3
0.600501,0.747423,0.802722,0.722722,0,2
0.660821,0.586527,0.802722,0.722722,2,2
0.700733,0.688329,0.802722,0.722722,2,2
0.206721,0.360569,0.038078,0.419727,3,3
0.322659,0.475083,0.082187,0.522697,3,3
0.038078,0.419727,0.082187,0.522697,3,3
0.322659,0.475083,0.182717,0.459814,3,3
0.324871,0.529883,0.182717,0.459814,3,3
0.206721,0.360569,0.182717,0.459814,3,3
0.038078,0.419727,0.182717,0.459814,3,3
0.082187,0.522697,0.182717,0.459814,3,3
0.322659,0.475083,0.349000,0.589643,3,4
0.558775,0.602724,0.349000,0.589643,1,4
0.463475,0.677130,0.349000,0.589643,4,4
0.423752,0.789656,0.710016,0.785223,4,2
0.700733,0.688329,0.710016,0.785223,2,2
0.761316,0.738146,0.710016,0.785223,2,2
0.802722,0.722722,0.710016,0.785223,2,2
0.324871,0.529883,0.201504,0.628070,3,4
0.203326,0.509615,0.201504,0.628070,3,4
0.349000,0.589643,0.201504,0.628070,4,4
0.206721,0.360569,0.000000,0.345129,3,3
0.276872,0.227877,0.285377,0.123368,3,3
0.308475,0.270658,0.285377,0.123368,3,3
0.773961,0.892875,0.618709,0.791114,0,0
0.600501,0.747423,0.618709,0.791114,0,0
0.521775,0.793244,0.618709,0.791114,0,0
0.761316,0.738146,0.618709,0.791114,2,0
0.600501,0.747423,0.544221,0.864335,0,0
0.618709,0.791114,0.544221,0.864335,0,0
0.710016,0.785223,0.889991,0.862380,2,2
0.322659,0.475083,0.500290,0.545877,3,1
0.463475,0.677130,0.500290,0.545877,4,1
0.728028,0.514741,0.500290,0.545877,2,1
0.558775,0.602724,0.545010,0.710012,1,0
0.600501,0.747423,0.545010,0.710012,0,0
0.521775,0.793244,0.545010,0.710012,0,0
0.761316,0.738146,0.545010,0.710012,2,0
0.618709,0.791114,0.545010,0.710012,0,0
0.544221,0.864335,0.545010,0.710012,0,0
0.500290,0.545877,0.545010,0.710012,1,0
0.600501,0.747423,0.461277,0.838145,0,0
0.521775,0.793244,0.461277,0.838145,0,0
0.463475,0.677130,0.461277,0.838145,4,0
0.618709,0.791114,0.461277,0.838145,0,0
0.500290,0.545877,0.525572,0.406975,1,1
0.431097,0.684821,0.494201,0.624391,4,0
0.324871,0.529883,0.494201,0.624391,3,0
0.600501,0.747423,0.494201,0.624391,0,0
0.660821,0.586527,0.494201,0.624391,2,0
0.618709,0.791114,0.494201,0.624391,0,0
0.500290,0.545877,0.494201,0.624391,1,0
0.545010,0.710012,0.494201,0.624391,0,0
0.322659,0.475083,0.404810,0.348399,3,3
0.276872,0.227877,0.404810,0.348399,3,3
0.308475,0.270658,0.404810,0.348399,3,3
0.431097,0.684821,0.325565,0.732689,4,4
0.246800,0.848866,0.325565,0.732689,4,4
0.423752,0.789656,0.325565,0.732689,4,4
0.201504,0.628070,0.325565,0.732689,4,4
0.600501,0.747423,0.614063,0.862122,0,0
0.710016,0.785223,0.614063,0.862122,2,0
0.618709,0.791114,0.614063,0.862122,0,0
0.545010,0.710012,0.614063,0.862122,0,0
0.461277,0.838145,0.614063,0.862122,0,0
0.246800,0.848866,0.338534,0.816532,4,4
0.463475,0.677130,0.338534,0.816532,4,4
0.544221,0.864335,0.338534,0.816532,0,4
0.461277,0.838145,0.338534,0.816532,0,4
0.558775,0.602724,0.713795,0.644781,1,2
0.660821,0.586527,0.713795,0.644781,2,2
0.700733,0.688329,0.713795,0.644781,2,2
0.761316,0.738146,0.713795,0.644781,2,2
0.728028,0.514741,0.713795,0.644781,2,2
0.802722,0.722722,0.713795,0.644781,2,2
0.710016,0.785223,0.713795,0.644781,2,2
0.545010,0.710012,0.713795,0.644781,0,2
0.614063,0.862122,0.616013,1.000000,0,0
0.431097,0.684821,0.291639,0.683543,4,4
0.423752,0.789656,0.291639,0.683543,4,4
0.463475,0.677130,0.291639,0.683543,4,4
0.349000,0.589643,0.291639,0.683543,4,4
0.201504,0.628070,0.291639,0.683543,4,4
0.325565,0.732689,0.291639,0.683543,4,4
0.544221,0.864335,0.698189,0.983787,0,0
0.616013,1.000000,0.698189,0.983787,0,0
0.600501,0.747423,0.606931,0.689565,0,0
0.521775,0.793244,0.606931,0.689565,0,0
0.463475,0.677130,0.606931,0.689565,4,0
0.618709,0.791114,0.606931,0.689565,0,0
0.325565,0.732689,0.606931,0.689565,4,0
0.713795,0.644781,0.606931,0.689565,2,0
1.000000,0.692337,0.818734,0.650899,2,2
0.994626,0.615167,0.818734,0.650899,2,2
0.700733,0.688329,0.818734,0.650899,2,2
0.761316,0.738146,0.818734,0.650899,2,2
0.728028,0.514741,0.818734,0.650899,2,2
0.802722,0.722722,0.818734,0.650899,2,2
0.710016,0.785223,0.818734,0.650899,2,2
0.713795,0.644781,0.818734,0.650899,2,2
0.606931,0.689565,0.818734,0.650899,0,2
0.600501,0.747423,0.507976,0.747126,0,0
0.710016,0.785223,0.507976,0.747126,2,0
0.461277,0.838145,0.507976,0.747126,0,0
0.494201,0.624391,0.507976,0.747126,0,0
0.614063,0.862122,0.485597,0.981769,0,0
0.322659,0.475083,0.318574,0.394126,3,3
0.210054,0.285848,0.318574,0.394126,3,3
0.324871,0.529883,0.318574,0.394126,3,3
0.308475,0.270658,0.318574,0.394126,3,3
0.203326,0.509615,0.318574,0.394126,3,3
0.404810,0.348399,0.318574,0.394126,3,3
0.660821,0.586527,0.875954,0.544533,2,2
0.818734,0.650899,0.875954,0.544533,2,2
0.386183,0.178437,0.168170,0.155080,3,3
0.210054,0.285848,0.168170,0.155080,3,3
0.386183,0.178437,0.391548,0.300689,3,3
0.210054,0.285848,0.391548,0.300689,3,3
0.276872,0.227877,0.391548,0.300689,3,3
0.308475,0.270658,0.391548,0.300689,3,3
0.206721,0.360569,0.391548,0.300689,3,3
0.525572,0.406975,0.391548,0.300689,1,3
0.404810,0.348399,0.391548,0.300689,3,3
0.537461,0.202913,0.391548,0.300689,3,3
0.318574,0.394126,0.391548,0.300689,3,3
0.461277,0.838145,0.338443,0.962486,0,0
0.728407,0.606915,0.652025,0.511403,1,1
0.558775,0.602724,0.652025,0.511403,1,1
0.660821,0.586527,0.652025,0.511403,2,1
0.500290,0.545877,0.652025,0.511403,1,1
0.713795,0.644781,0.652025,0.511403,2,1
0.285377,0.123368,0.280625,0.000000,3,3
0.246800,0.848866,0.383952,0.868900,4,0
0.545010,0.710012,0.383952,0.868900,0,0
0.485597,0.981769,0.383952,0.868900,0,0
